"metric","adm_0_name","ISO_A0","od_region","m","point","lwr","upr","within_sd_log","between_sd_log"
"country_growth_since_emergence_pct","CAYMAN ISLANDS","CYM","Caribbean",50,7.70829677995575,0.330486389942442,15.6286350506716,0.0362032246272827,0
"country_growth_since_emergence_pct","CHILE","CHL","South America",50,-11.7703696136341,-23.8015290881739,2.16041850921946,0.0747980358100535,0
"country_growth_since_emergence_pct","CHINA","CHN","East & Southeast Asia",50,10.8055828910289,2.42030340535204,19.8773757897214,0.0401496308550732,0.000120463775537543
"country_growth_since_emergence_pct","COLOMBIA","COL","South America",50,4.49919464250392,2.1997803242461,6.85034396635795,0.0113521658980966,0
"country_growth_since_emergence_pct","COOK ISLANDS","COK","Pacific Islands",50,-3.7123692107335,-9.57227004553731,2.52726511744703,0.0318083581005952,0.0037712688815127
"country_growth_since_emergence_pct","COSTA RICA","CRI","North & Central America",50,1.62015062904175,-1.82411567648331,5.18525078765728,0.0175927928605714,0
"country_growth_since_emergence_pct","COTE D'IVOIRE","CIV","Sub-Saharan Africa",50,35.3473103995167,5.18269408948324,74.1626280916372,0.128647957046867,0
"country_growth_since_emergence_pct","CUBA","CUB","Caribbean",50,-0.893184974907846,-8.45701883361865,7.29561850914426,0.0405056456442322,0
"country_growth_since_emergence_pct","CURACAO","CUW","Caribbean",50,-0.416003413238797,-11.4814910695098,12.0327544601936,0.0600979432098887,0
"country_growth_since_emergence_pct","DOMINICA","DMA","Caribbean",50,8.3016531920104,1.12664398445996,15.9857345401962,0.0349734929629258,0
"country_growth_since_emergence_pct","DOMINICAN REPUBLIC","DOM","Caribbean",50,6.94192024734637,3.88807117577403,10.0855389531644,0.0147818040022207,4.39831546686977e-06
"country_growth_since_emergence_pct","ECUADOR","ECU","South America",50,4.82468032404932,2.14724305154899,7.57229736972822,0.0132012179599487,0
"country_growth_since_emergence_pct","EL SALVADOR","SLV","North & Central America",50,3.82934518012472,0.542954070748314,7.22315671118667,0.0164103014229044,0
"country_growth_since_emergence_pct","ERITREA","ERI","Sub-Saharan Africa",50,-4.35411885815704,-13.3583787264975,5.58591177006653,0.050445987116647,0
"country_growth_since_emergence_pct","ETHIOPIA","ETH","Sub-Saharan Africa",50,14.0635619907235,-23.4202721164846,69.89478199507,0.193991024710548,0.0600204149801237
"country_growth_since_emergence_pct","FIJI","FJI","Pacific Islands",50,7.33600036759749,-1.70390410244168,17.2072692176889,0.0431876513125726,0.0120966502963553
"country_growth_since_emergence_pct","FRANCE","FRA","Europe, Middle East & North Africa",50,49.1259745144406,30.2963722412989,70.6767110422498,0.0688684966599653,0
"country_growth_since_emergence_pct","FRENCH GUIANA","GUF","South America",50,2.48231233933094,-2.96538524320741,8.23585345023467,0.0278691106399554,0
"country_growth_since_emergence_pct","FRENCH POLYNESIA","PYF","Pacific Islands",50,-3.21583246974902,-13.7510566426579,8.60625904382508,0.054882457612206,0.0208293174799739
"country_growth_since_emergence_pct","GRENADA","GRD","Caribbean",50,14.3337541606529,10.2119615609648,18.6096967636093,0.0187332035421938,0
"country_growth_since_emergence_pct","GUADELOUPE","GLP","Caribbean",50,8.12141362116929,-2.39017091734176,19.7649887650188,0.0521828975045758,0
"country_growth_since_emergence_pct","GUATEMALA","GTM","North & Central America",50,10.5569824014677,5.07905938145552,16.3204774544788,0.0259280542695115,0
